slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,3,13,3,1,7,1,2,1,0.0
1,-1,3,3,4,1,-3,0,1,0.005
2,-4,-7,-2,2,-2,0,-2,-2,0.01
3,-2,0,-1,-3,-3,0,-1,-1,0.015
4,0,3,0,-6,-1,0,0,-2,0.02
5,1,3,0,-4,-3,-1,0,-1,0.025
6,0,-6,0,0,-1,-2,-1,-2,0.03
7,-4,-13,-2,0,-1,-3,-4,-4,0.035
8,-2,4,0,-2,-3,-2,-1,-1,0.04
9,1,19,2,2,1,-2,0,1,0.045
10,-1,5,-1,-2,-4,0,-2,-1,0.05
11,-1,-22,-2,-5,-2,-1,-1,-1,0.055
12,-1,-12,-2,1,-5,-2,-1,1,0.06
13,3,9,2,6,10,2,-2,-1,0.065
14,-2,4,-1,-1,0,0,-1,-1,0.07
15,-1,0,-3,-1,-1,1,-1,0,0.075
16,0,3,2,1,-2,-5,-1,0,0.08
17,-1,1,-1,-5,-2,0,0,-1,0.085
18,-1,7,-1,1,3,0,0,0,0.09
19,-1,15,-4,-2,-4,-1,-2,0,0.095
20,0,6,-5,-8,-2,-2,-1,0,0.1
21,-1,3,5,6,3,0,1,-1,0.105
22,-2,3,-3,-5,-1,-1,0,-1,0.11
23,1,9,-2,-9,-2,-1,1,1,0.115
24,0,-1,3,0,-1,-2,-2,-1,0.12
25,-3,-6,-1,-1,-2,-1,-1,-3,0.125
26,-1,0,-1,-1,0,-2,-1,1,0.13
27,1,8,-1,-7,1,1,1,2,0.135
28,0,2,7,9,0,-1,1,-2,0.14
29,-4,-5,-3,1,-3,0,-3,-2,0.145
30,-4,0,-3,1,-4,-4,-2,-2,0.15
31,0,7,-1,-2,-1,-2,-1,-1,0.155
32,0,0,-1,-5,1,1,-1,0,0.16
33,-1,-6,-2,-6,0,1,-2,-1,0.165
34,-1,-1,0,8,-3,0,0,-1,0.17
35,0,4,3,2,1,-3,0,-1,0.17500000000000002
36,0,-2,-2,-7,-1,1,0,-1,0.18
37,-3,-10,1,12,-4,-1,-3,-4,0.185
38,-1,4,-1,-7,-1,1,-1,0,0.19
39,-1,0,-1,0,0,0,-1,0,0.195
40,1,-1,1,3,3,0,-1,1,0.2
41,-1,-2,-2,-6,-2,-1,-1,0,0.20500000000000002
42,0,2,-3,-3,-2,-1,0,0,0.21
43,-1,-5,-2,-2,-1,0,0,-2,0.215
44,-3,0,3,5,-1,-1,-1,-3,0.22
45,-2,-6,-6,-2,-1,-2,-3,1,0.225
46,0,-1,-2,1,1,0,-1,0,0.23
47,1,1,2,-6,-6,-3,-1,-1,0.23500000000000001
48,0,-3,-5,-3,0,-1,-1,0,0.24
49,1,-1,0,-6,-1,-2,-1,-1,0.245
50,-1,-4,-4,5,-5,-4,-2,-3,0.25
51,-1,0,0,10,13,5,2,0,0.255
52,-1,0,-4,-6,-4,-1,-2,0,0.26
53,-1,-2,-7,7,-2,-1,-1,-3,0.265
54,0,3,21,-6,1,0,0,0,0.27
55,-1,1,-1,1,-4,-2,-1,1,0.275
56,-1,-3,0,-2,-1,-1,0,0,0.28
57,1,1,-5,-7,1,-2,0,0,0.28500000000000003
58,0,-8,-15,-8,-2,-2,-2,-3,0.29
59,0,4,-3,-3,-4,-4,-1,-3,0.295
60,-1,-7,12,9,3,2,2,1,0.3
61,-3,-3,-2,-1,-2,-1,-1,0,0.305
62,1,2,0,-1,-2,0,0,-2,0.31
63,-1,-2,-6,-2,0,-1,1,-1,0.315
64,0,-1,-9,-7,-4,-1,-2,-2,0.32
65,1,0,6,5,-2,-1,-3,-2,0.325
66,-2,-1,-4,0,1,0,0,1,0.33
67,-1,-3,-7,-24,-3,-4,-2,-1,0.335
68,0,-1,5,16,-1,0,-1,-1,0.34
69,-1,-2,0,1,1,0,-1,-1,0.34500000000000003
70,1,2,-1,-2,-2,-1,-1,-1,0.35000000000000003
71,0,2,2,3,-1,2,0,-2,0.355
72,-1,0,0,-8,-2,-2,0,-2,0.36
73,-2,-1,-3,-2,-2,1,-1,0,0.365
