slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,-1,-4,0,-1,0,-1,-1,0,0.0
1,1,2,0,-1,0,-2,0,1,0.005
2,-6,-5,-3,-1,0,-2,-1,-3,0.01
3,1,2,0,0,0,0,-1,-1,0.015
4,1,-4,-2,-1,-2,-1,-2,0,0.02
5,0,-1,-2,-2,-1,-1,-2,-2,0.025
6,1,2,1,-1,-1,1,-2,0,0.03
7,-1,1,-1,-1,0,-1,-3,-2,0.035
8,0,-3,-1,-1,-2,-1,-1,-1,0.04
9,-1,-3,-3,-1,-2,0,-1,-1,0.045
10,2,1,-1,-1,0,-1,0,0,0.05
11,-4,-3,-2,-2,0,-1,-1,-2,0.055
12,-1,0,1,1,1,0,2,0,0.06
13,-4,-6,-2,-1,-1,-1,1,-1,0.065
14,-1,1,1,-1,0,0,0,-1,0.07
15,0,-2,0,-1,-2,0,0,0,0.075
16,-1,-3,0,-2,-1,-2,-2,-2,0.08
17,-1,4,2,0,1,0,-3,-1,0.085
18,-4,-7,-7,-4,-2,0,-2,0,0.09
19,-1,0,0,1,-1,-1,0,0,0.095
20,-4,-3,0,0,-1,0,-1,-2,0.1
21,-2,-3,0,0,-1,1,-2,0,0.105
22,2,4,2,0,-1,0,0,-2,0.11
23,-3,-4,-3,-1,0,0,-1,-1,0.115
24,2,3,0,2,0,-1,-1,0,0.12
25,-1,1,-3,-3,-2,0,0,-1,0.125
26,-1,-2,-1,-2,-1,-1,0,0,0.13
27,2,-1,2,-1,-1,-2,-2,0,0.135
28,-2,1,-1,-1,-2,-1,-1,-1,0.14
29,0,-1,1,1,-2,-1,-2,0,0.145
30,-2,-4,-4,-1,-2,0,-2,-1,0.15
31,-2,-5,-2,-1,0,-1,-1,0,0.155
32,-1,-1,0,-2,0,-1,-1,-2,0.16
33,-2,3,-1,0,0,-1,0,-1,0.165
34,1,-1,2,1,-1,-2,-1,-1,0.17
35,-2,-2,-2,-1,-2,0,0,-1,0.17500000000000002
36,1,1,1,0,0,0,0,-1,0.18
37,-5,-4,-3,-2,0,-1,-1,-3,0.185
38,1,-1,0,1,-1,0,0,-1,0.19
39,-2,0,-1,-2,-3,-1,-1,-2,0.195
40,-1,2,0,0,0,0,-1,0,0.2
41,0,0,0,-1,-1,-1,-1,0,0.20500000000000002
42,2,-1,1,1,2,-2,-1,0,0.21
43,-2,-4,1,1,1,1,-1,-1,0.215
44,-2,-2,-3,-2,-2,-1,-2,-1,0.22
45,0,0,-2,-2,-1,-1,-1,-2,0.225
46,-2,-3,0,-1,-1,-1,1,0,0.23
47,-1,0,-1,1,-2,-1,-2,-1,0.23500000000000001
48,1,-2,-1,0,-2,0,-1,-1,0.24
49,3,2,-1,1,-1,0,1,0,0.245
50,-8,-8,-6,-6,-4,-1,-4,-4,0.25
51,-3,-3,-2,-1,0,-1,0,-2,0.255
52,-1,-2,-1,-2,0,1,-2,-1,0.26
53,1,-1,0,-1,-2,-1,-2,-1,0.265
54,0,0,0,2,0,-2,1,-1,0.27
55,2,0,0,1,0,0,1,1,0.275
56,-5,-7,-5,-1,-1,-3,-1,-2,0.28
57,2,1,1,-1,-1,0,0,-1,0.28500000000000003
58,0,-3,-1,0,-1,1,-2,0,0.29
59,0,-2,-2,-3,-1,-1,0,0,0.295
60,3,3,2,-1,-1,-2,1,0,0.3
61,-3,-7,-3,-3,1,0,-3,-2,0.305
62,2,0,0,-2,-1,-2,-2,-1,0.31
63,1,2,1,-1,0,-2,0,0,0.315
64,-5,-2,-2,-1,-2,0,-2,-2,0.32
65,-3,-2,1,0,-1,1,-1,2,0.325
66,1,3,2,2,1,1,0,0,0.33
67,-3,-1,-3,-2,-1,-2,-1,-3,0.335
68,1,0,-2,-1,-2,-1,0,-1,0.34
69,0,2,0,0,1,-1,0,1,0.34500000000000003
70,-2,-4,0,-1,0,-1,-1,-1,0.35000000000000003
71,-2,-3,-3,-4,-3,-3,-1,-1,0.355
72,2,2,0,0,-1,1,0,-1,0.36
73,-2,-2,-2,-1,-1,-4,-2,-1,0.365
74,-1,0,2,2,-1,-1,-3,0,0.37
75,0,1,1,-1,0,0,-1,0,0.375
76,-3,-2,0,0,-1,-1,-1,-1,0.38
77,2,-1,-2,-1,-1,0,-1,-1,0.385
78,0,2,-1,-2,-2,-2,0,-2,0.39
79,-3,-2,-1,0,1,0,-1,-1,0.395
80,3,1,1,0,-2,-1,-1,-1,0.4
81,-2,0,1,1,-1,-3,0,0,0.405
82,1,0,-1,-1,0,1,1,-1,0.41000000000000003
83,-3,-5,-1,2,0,0,-2,-1,0.41500000000000004
84,1,-1,0,-2,-1,0,0,0,0.42
85,1,1,0,1,-1,-1,0,-1,0.425
86,-2,-4,-3,-2,-3,-1,-1,-1,0.43
87,-1,0,-2,0,-1,1,-1,0,0.435
88,-1,0,0,-2,1,1,-1,-2,0.44
89,-1,-2,1,1,-1,-1,0,0,0.445
90,-2,-2,-2,-2,-1,-1,-1,-1,0.45
91,3,1,0,0,-1,-2,0,-2,0.455
92,-4,-4,-1,-1,0,-2,-1,-1,0.46
93,0,3,-1,-3,-2,0,-2,-3,0.465
94,0,0,1,0,-1,-1,-1,-1,0.47000000000000003
95,-2,-4,-1,0,-2,-1,-1,-3,0.47500000000000003
96,1,1,0,2,1,-1,1,0,0.48
97,-1,-4,-2,0,-2,1,0,-1,0.485
98,-3,-4,0,-3,0,-3,-3,-1,0.49
99,2,-1,1,1,2,0,0,-1,0.495
100,3,5,2,2,0,0,-1,1,0.5
101,-2,-1,0,-2,-1,-2,0,-2,0.505
102,0,0,-1,-1,0,0,0,0,0.51
103,1,-2,-1,-3,-2,-3,-2,1,0.515
104,0,-5,1,0,0,1,1,0,0.52
105,0,-1,0,1,-2,0,-3,-1,0.525
106,-2,-1,-3,0,-1,0,0,-1,0.53
107,2,5,1,-1,-2,-1,-1,-1,0.535
108,0,-1,-2,-2,1,-2,-1,-1,0.54
109,0,-2,0,0,-1,-2,-1,-2,0.545
110,-1,-2,0,-1,1,-1,0,-2,0.55
111,-2,-3,-2,-2,-1,0,-1,1,0.555
112,-2,0,-5,-2,0,0,-1,0,0.56
113,-2,-4,-4,-2,0,0,-1,-2,0.5650000000000001
114,3,3,-1,-1,0,-1,0,-1,0.5700000000000001
115,-6,-4,-1,-1,1,-1,-2,-2,0.5750000000000001
116,-2,-3,-3,0,-2,-2,-2,-2,0.58
117,-4,-3,-2,0,0,-1,0,-1,0.585
118,-1,-2,0,-1,-1,1,0,-1,0.59
119,3,2,1,-1,-1,0,-1,0,0.595
120,-1,0,-1,-2,-1,-1,-2,-2,0.6
121,0,0,-1,-1,-1,-2,0,0,0.605
122,-7,-5,-2,-1,-2,-1,-2,-2,0.61
123,-1,3,3,1,-1,-1,1,1,0.615
124,-3,-2,-1,-1,-1,-2,-2,-1,0.62
125,2,0,-3,-2,-2,-1,1,0,0.625
126,0,-2,0,1,-1,-1,-1,0,0.63
127,-2,-4,-1,0,0,-1,-2,-2,0.635
128,1,-1,-1,0,-1,-2,-1,-2,0.64
129,3,3,-1,-2,-1,1,-3,1,0.645
130,0,1,0,-2,0,-2,-1,0,0.65
131,3,2,0,2,1,0,-1,0,0.655
132,-2,-2,-1,0,0,0,-3,-2,0.66
133,-3,-1,-1,-4,-1,-1,0,-1,0.665
134,0,-2,-3,0,-3,-1,-2,-3,0.67
135,-3,-5,-3,-2,-1,-1,0,-2,0.675
136,1,0,2,0,-1,0,1,1,0.68
137,2,-1,0,2,-1,0,0,-1,0.685
138,0,2,-2,-1,-2,-1,-2,0,0.6900000000000001
139,1,0,-2,0,-1,-1,1,0,0.6950000000000001
140,-2,-2,-1,-1,-1,-2,-1,-1,0.7000000000000001
141,-3,-2,0,-1,0,-2,-2,-1,0.705
142,1,0,-1,0,1,0,-2,-1,0.71
143,-1,0,-1,0,-1,0,-1,-1,0.715
144,-2,0,-1,-2,-1,-1,-1,-1,0.72
145,0,-3,1,1,0,1,-1,0,0.725
146,2,0,0,-1,1,-1,-1,1,0.73
147,-2,-3,-2,-2,-1,-1,-1,-1,0.735
148,-1,-2,1,0,-2,1,1,0,0.74
149,-1,0,2,0,1,0,0,-1,0.745
150,-1,-1,1,1,0,-2,-3,-1,0.75
151,-1,1,-2,0,-1,-2,-2,0,0.755
152,-1,0,0,-1,-1,-3,-1,0,0.76
153,-2,-1,0,0,-1,-1,-1,1,0.765
154,2,1,-1,-3,-1,0,-1,-1,0.77
155,1,-2,2,0,-1,-1,-2,-1,0.775
156,-2,-1,-2,-1,-1,3,-1,-2,0.78
157,0,0,-1,-1,-1,-1,1,-1,0.785
