slno,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,Time
0,-2,0,1,0,0,-1,0,0,0.0
1,-2,-1,0,-3,1,1,-1,-1,0.005
2,-1,0,2,2,-1,-1,0,0,0.01
3,0,-1,-4,-1,-3,-2,-1,-1,0.015
4,0,-1,1,4,-8,-4,-2,-2,0.02
5,1,-1,-4,-1,8,-2,-2,0,0.025
6,0,-1,-4,-2,0,2,1,1,0.03
7,-1,-2,0,0,6,0,-2,-1,0.035
8,-2,-2,-2,-2,-1,-1,-1,-2,0.04
9,-1,-1,-1,-1,-6,-3,0,-1,0.045
10,-1,0,1,0,-2,0,-1,-2,0.05
11,-1,1,0,3,1,1,0,-1,0.055
12,1,1,2,-5,-2,0,-2,-1,0.06
13,-1,-2,-2,-5,-8,0,-2,-2,0.065
14,0,-3,-2,3,3,-2,-2,-1,0.07
15,-2,-2,-3,-5,-6,-2,-1,-2,0.075
16,0,3,3,4,6,2,1,0,0.08
17,0,0,-4,-5,-4,3,3,1,0.085
18,0,-1,-1,-5,-7,-2,-1,-1,0.09
19,-1,0,5,4,10,-3,-2,-1,0.095
20,-3,-6,-6,6,0,-4,-1,-1,0.1
21,0,0,2,-2,5,1,-1,-1,0.105
22,-3,0,2,-1,-7,-4,-2,-2,0.11
23,1,3,6,-4,-5,0,0,1,0.115
24,-1,1,1,16,-1,1,2,0,0.12
25,-1,0,-2,0,-2,0,1,0,0.125
26,-3,2,1,-2,-4,-1,0,-2,0.13
27,-3,-1,-4,-1,6,-1,-2,-1,0.135
28,0,0,-2,-10,-4,-3,-1,-1,0.14
29,0,3,4,20,-1,2,0,1,0.145
30,1,2,0,-7,-2,-2,-1,-1,0.15
31,-2,-3,-6,-2,2,-4,-1,-2,0.155
32,-2,-4,-8,-17,-25,-2,-2,0,0.16
33,-2,-1,-3,-14,1,-1,-1,0,0.165
34,0,1,2,-1,6,3,2,1,0.17
35,-3,1,2,12,3,-2,0,0,0.17500000000000002
36,-1,0,1,4,0,-4,-1,-1,0.18
37,-1,0,-1,-18,-15,-6,-2,-1,0.185
38,-3,-1,1,16,3,1,2,-1,0.19
39,1,2,1,-2,6,2,1,0,0.195
40,-2,-4,-3,0,6,0,1,0,0.2
41,-1,-1,0,0,7,1,0,-2,0.20500000000000002
42,-2,-4,-3,-7,-5,-3,-1,-1,0.21
43,0,-3,-1,-12,-11,1,-2,-1,0.215
44,0,-1,3,0,3,-3,-4,-2,0.22
45,0,-2,0,9,-2,-1,-3,-2,0.225
46,0,2,1,1,7,2,2,1,0.23
47,-1,0,-2,3,-1,1,-1,-1,0.23500000000000001
48,1,-1,-2,-6,9,-1,-1,0,0.24
49,-1,-2,-4,-15,-14,-1,-1,-1,0.245
50,1,0,-2,8,-1,-3,-3,-3,0.25
51,-1,2,6,1,-6,-3,-2,-2,0.255
52,0,-2,-4,-3,4,0,-2,-2,0.26
53,-1,-3,-2,0,4,-1,-1,-1,0.265
54,0,-4,-1,-1,-6,0,-1,0,0.27
55,-1,-3,-2,-3,0,1,0,2,0.275
56,0,0,3,10,7,0,-1,-1,0.28
57,-1,-3,2,2,2,-1,-2,-1,0.28500000000000003
58,-2,-3,-2,-9,-6,-3,-3,0,0.29
59,0,-4,-2,-8,4,0,0,0,0.295
60,-2,0,3,4,-9,-1,0,-1,0.3
61,0,-4,-1,4,5,-2,0,-1,0.305
62,0,-1,-2,-1,4,-1,-1,0,0.31
63,0,-4,-4,-5,-8,-3,-2,-1,0.315
64,0,0,1,2,3,1,-2,-1,0.32
65,-2,-1,0,2,2,-2,0,-2,0.325
66,-1,1,1,-3,-7,-2,-2,0,0.33
67,-1,1,0,4,6,0,-1,2,0.335
68,-1,-2,-3,-9,-17,0,-1,-2,0.34
69,0,2,2,-3,-4,-1,-3,-2,0.34500000000000003
70,-1,-2,-3,8,9,1,-1,-2,0.35000000000000003
71,-2,-2,0,12,-1,-1,1,-3,0.355
72,0,2,-3,-24,-5,0,1,1,0.36
73,-1,-1,-4,-1,5,-2,0,-1,0.365
